,Ratings,Full_review
1644,5,Very good And fast processor laptop with high end battery backup Loved this product.
1645,5,Beautiful
1646,5,"Wow. I owned early 2015 macbook air previously and unfortunately broke it. I was expecting it to be early 2015, but its actually a 2017 model. I loved it."
1647,5,Perfect one
1648,4,Very nice and awesome product. You will be satisfied definitely with it.
1649,5,Excellent
1650,5,Awesome product
1651,4,Product is best according to its price
1652,5,Go for it no issues at all.. best leptop till date😍
1653,5,Value for money product
1654,5,Awesome experience
1655,4,"Good product for the price paid for. Only disadvantage is that the hard drive gets full while working that is little frustrating but this is how apple products are designed, you cannot simply upgrade."
1656,5,All we know about Apple brand it’s same as expected love it
1657,5,Awesome.... Product😘
1658,5,Good quality. Love it.
1659,5,I received good product ... Thankyou flipkart
1660,4,Seems to be working fine for me. I had a issue for warranty but that was resolved after 2 days. I am happy with the product.
1661,5,It is an awesome Product. I loved It.
1662,4,"Nice Laptop, Slim and stylish.  Finally i have the brand laptop."
1663,5,There is only one storage issue which do not matter as we could also buy external ssd
1664,5,Value for money
1665,2,not good
1666,5,Awesome
1667,4,"Works fab, as you can expect of an apple product, the only con being it's price"
1668,5,"Amazing Machine, thanks Apple and Flipcart"
1669,5,All things are good
1670,1,worst experience i have with Flipkart within one year of the product and now it's not in working condition also in 1 year 3 months . completely non functionable
1671,5,I found it amazing discount price and there is no glitches
1672,1,Not satisfied with the payment done. I opted for no extra cost emi Though system for is nearly 4k costlier to me
1673,5,I was not apple product lover but mind you guys this mac has made me fall in insane love with apple products;best part it is average price lappy with best work performance in this range
1674,5,Perfect one..
1675,5,Good
1676,5,Very good
1677,5,i receved offer price... product was good.
1678,1,Just don’t buy this if u r a windows user.
1679,5,Nice Laptop........
1680,5,Too Good. But We Need Some Software For Mac Versions
1681,5,It's not a book it's a new universe in your lifestyle Go for it it's a great machine love it Yo 🤘 Apple Keep it up And Yo 🤘 Flipkart...
1682,4,Product is good but delivery time is very long.
1683,5,This product is really optimized for hardware. Running i5 5th gen (old) still runs very smooth. Display isnt full hd still retina looks good.
1684,5,Smoothness of a mac with superb delivery service of Flipkart. Loved the deal! Got this for 50k during festival season.
1685,5,"Received in good conditions, nice product apple is apple no comments. First time i took risk and purchase online high value service based item I am afraid and don't know what will happen with my product service and all until today all perfect and hoping ahead same. Good service by flipkart and dealer both till today."
1686,5,Awesome product and very smooth and fast working
1687,5,"Highly recommended Mac right now for light weight users. This machine will do everyday tasks like nothing.No lag or anything.  Suitable for :- Those who wants a good looking Laptop just for Media and simple tasks. Those who travel a lot. For little professional workers like Photoshop, illustrator.  Not suitable for :- Heavy professional works like 4k video editing or Rendering. Gaming."
1688,3,"It's not for heavy program apps at all, you can't play even 2d games nicely."
1689,5,Great buy😊 love flipkart
1690,5,Its amazing
1691,5,This is best laptop of editing coding any many more I love this laptop
1692,5,Excellent
1693,5,One of the great purchase of my life
1694,3,Letters are scattered its not clear...
1695,5,Weight less and performance is faster than anything else in the world love it's
1696,5,Value of money
1697,5,Just awesome
1698,5,Best in price
1699,5,Completely satisfied
1700,5,Awesome Apple 😘😘😘😘😘
1701,4,Old model and price decreased after buying.
1702,5,Genuine product
1703,5,Nicely Delivery... On time...
1704,5,"A beautiful work of art. Amazing design, performance and functioning as well. This has to your first priority if you're thinking to buy a machine that would give u ease of access, longer battery life and performance on the go. Highly recommended."
1705,4,i love my mac
1706,5,"Smooth and Fast, love it"
1707,5,good
1708,4,Great pick
1709,5,It's awesome
1710,5,Genuine product.
1711,5,Good
1712,5,The best. Battery is amazing. Sound is amazing. Screen resolution could have been better. But no worries.. But I am a happy customer
1713,5,"The apple macbook air is a complete package of highend laptop, was using windows earlier & now first time user of mac. It will take a while to hands on over mac as some difference is there"
1714,4,"Everything is good when you know the demerits of MacBook, although graphics are a bit week compared to other windows counterparts."
1715,5,Overall performance is good
1716,5,amazing
1717,5,Perfect !!!
1718,5,Great product till now ...
1719,1,received all peace manufacturing damaged so not good EXPERIENCE
1720,5,Awesome
1721,5,Excellent performance laptop..!!
1722,4,I never felt that much smoothness on any other laptop ever before. my ratings performance 4/5 battery 5/5 display 4/5 looks 5/5
1723,4,"Everything is good but if you are looking for video editing then.. you can edit 1080 p easily , in 4k it will take hours , for 4k i7 and i9 desktop is best."
1724,5,Ok
1725,5,Super good product
1726,4,worth buy
1727,4,Good one easy to access
1728,3,"I got it for 57,990/- well many got it as low as 54,990/- , I missed it though . This is an unbelievable price in which it is available in Flipkart .  Macbooks are always good .  But the reason I am giving 3 stars is the battery backup is not good . MacBook Air has an incredible battery backup 10-12 hrs. Unfortunately I GOT it for only 1 week . AFter that its 3-4 hrs max ."
1729,5,Perfectly packed and shipped. Highly satisfied with the performance.
1730,5,Excellent performance
1731,5,"Asm products from APPLE, Faster delivery - Thanks to Flipkart"
1732,5,best
1733,5,Nice
1734,5,Excellent product from apple.
1735,5,Simply Awesome....🙂👌Just Go For It If You Are Not A Gammer. Best For Programming And Android Studio.
